zip,smoking_RR,diabetes_RR
20059,0.85326087,0.895348837
20060,0.85326087,0.895348837
20061,0.85326087,0.895348837
20062,0.85326087,0.895348837
20063,0.85326087,0.895348837
20064,0.85326087,0.895348837
20065,0.85326087,0.895348837
20066,0.85326087,0.895348837
20067,0.85326087,0.895348837
20068,0.85326087,0.895348837
20069,0.85326087,0.895348837
20070,0.85326087,0.895348837
20071,0.85326087,0.895348837
20073,0.85326087,0.895348837
20074,0.85326087,0.895348837
20075,0.85326087,0.895348837
20076,0.85326087,0.895348837
20077,0.85326087,0.895348837
20078,0.85326087,0.895348837
20080,0.85326087,0.895348837
20081,0.85326087,0.895348837
20082,0.85326087,0.895348837
20088,0.85326087,0.895348837
20090,0.85326087,0.895348837
20091,0.85326087,0.895348837
20097,0.85326087,0.895348837
20098,0.85326087,0.895348837
20101,0.527173913,0.674418605
20102,0.527173913,0.674418605
20103,0.527173913,0.674418605
20104,0.527173913,0.674418605
20105,0.527173913,0.674418605
20106,#N/A,0.953488372
20107,0.527173913,0.674418605
20108,#N/A,0.73255814
20109,0.945652174,0.697674419
20110,#N/A,0.73255814
20111,#N/A,0.686046512
20112,0.945652174,0.697674419
20113,#N/A,0.73255814
20115,0.907608696,0.906976744
20116,0.907608696,0.906976744
20117,0.527173913,0.674418605
20118,0.527173913,0.674418605
20119,0.907608696,0.906976744
20120,0.60326087,0.755813953
20121,0.60326087,0.755813953
20122,0.60326087,0.755813953
20124,0.60326087,0.755813953
20128,0.907608696,0.906976744
20129,0.527173913,0.674418605
20130,0.744565217,1.5
20131,0.527173913,0.674418605
20132,0.527173913,0.674418605
20134,0.527173913,0.674418605
20135,0.744565217,1.5
20136,0.945652174,0.697674419
20137,0.907608696,0.906976744
20138,0.907608696,0.906976744
20139,0.907608696,0.906976744
20140,0.907608696,0.906976744
20141,0.527173913,0.674418605
20142,0.527173913,0.674418605
20143,0.945652174,0.697674419
20144,0.907608696,0.906976744
20146,0.527173913,0.674418605
20147,0.527173913,0.674418605
20148,0.527173913,0.674418605
20149,0.527173913,0.674418605
20151,0.60326087,0.755813953
20152,0.527173913,0.674418605
20153,0.60326087,0.755813953
20155,0.945652174,0.697674419
20156,0.945652174,0.697674419
20158,0.527173913,0.674418605
20159,0.527173913,0.674418605
20160,0.527173913,0.674418605
20163,0.527173913,0.674418605
20164,0.527173913,0.674418605
20165,0.527173913,0.674418605
20166,0.527173913,0.674418605
20167,0.527173913,0.674418605
20168,0.945652174,0.697674419
20169,0.945652174,0.697674419
20170,0.60326087,0.755813953
20171,0.60326087,0.755813953
20172,0.60326087,0.755813953
20175,0.527173913,0.674418605
20176,0.527173913,0.674418605
20177,0.527173913,0.674418605
20178,0.527173913,0.674418605
20180,0.527173913,0.674418605
20181,0.945652174,0.697674419
20182,0.945652174,0.697674419
20184,0.907608696,0.906976744
20185,0.907608696,0.906976744
20186,0.907608696,0.906976744
20187,0.907608696,0.906976744
20188,0.907608696,0.906976744
20189,0.527173913,0.674418605
20190,0.60326087,0.755813953
20191,0.60326087,0.755813953
20192,0.60326087,0.755813953
20193,0.60326087,0.755813953
20194,0.60326087,0.755813953
20195,0.60326087,0.755813953
20196,0.60326087,0.755813953
20197,0.527173913,0.674418605
20198,0.907608696,0.906976744
20199,0.527173913,0.674418605
20201,0.85326087,0.895348837
20202,0.85326087,0.895348837
20203,0.85326087,0.895348837
20204,0.85326087,0.895348837
20206,0.85326087,0.895348837
20207,0.85326087,0.895348837
20208,0.85326087,0.895348837
20210,0.85326087,0.895348837
20211,0.85326087,0.895348837
20212,0.85326087,0.895348837
20213,0.85326087,0.895348837
20214,0.85326087,0.895348837
20215,0.85326087,0.895348837
20216,0.85326087,0.895348837
20217,0.85326087,0.895348837
20218,0.85326087,0.895348837
20219,0.85326087,0.895348837
20220,0.85326087,0.895348837
20221,0.85326087,0.895348837
20222,0.85326087,0.895348837
20223,0.85326087,0.895348837
20224,0.85326087,0.895348837
20226,0.85326087,0.895348837
20227,0.85326087,0.895348837
20228,0.85326087,0.895348837
20229,0.85326087,0.895348837
20230,0.85326087,0.895348837
20232,0.85326087,0.895348837
20233,0.85326087,0.895348837
20235,0.85326087,0.895348837
20237,0.85326087,0.895348837
20238,0.85326087,0.895348837
20239,0.85326087,0.895348837
20240,0.85326087,0.895348837
20241,0.85326087,0.895348837
20242,0.85326087,0.895348837
20244,0.85326087,0.895348837
20245,0.85326087,0.895348837
20250,0.85326087,0.895348837
20251,0.85326087,0.895348837
20254,0.85326087,0.895348837
20260,0.85326087,0.895348837
20261,0.85326087,0.895348837
20262,0.85326087,0.895348837
20265,0.85326087,0.895348837
20266,0.85326087,0.895348837
20268,0.85326087,0.895348837
20270,0.85326087,0.895348837
20277,0.85326087,0.895348837
20289,0.85326087,0.895348837
20299,0.85326087,0.895348837
20301,0.85326087,0.895348837
20303,0.85326087,0.895348837
20306,0.85326087,0.895348837
20307,0.85326087,0.895348837
20310,0.85326087,0.895348837
20314,0.85326087,0.895348837
20317,0.85326087,0.895348837
20318,0.85326087,0.895348837
20319,0.85326087,0.895348837
20330,0.85326087,0.895348837
20340,0.85326087,0.895348837
20350,0.85326087,0.895348837
20355,0.85326087,0.895348837
20370,0.85326087,0.895348837
20372,0.85326087,0.895348837
20373,0.85326087,0.895348837
20374,0.85326087,0.895348837
20375,0.85326087,0.895348837
20376,0.85326087,0.895348837
20380,0.85326087,0.895348837
20388,0.85326087,0.895348837
20389,0.85326087,0.895348837
20390,0.85326087,0.895348837
20391,0.85326087,0.895348837
20392,0.85326087,0.895348837
20393,0.85326087,0.895348837
20394,0.85326087,0.895348837
20395,0.85326087,0.895348837
20398,0.85326087,0.895348837
20401,0.85326087,0.895348837
20402,0.85326087,0.895348837
20403,0.85326087,0.895348837
20404,0.85326087,0.895348837
20405,0.85326087,0.895348837
20406,0.85326087,0.895348837
20407,0.85326087,0.895348837
20408,0.85326087,0.895348837
20409,0.85326087,0.895348837
20410,0.85326087,0.895348837
20411,0.85326087,0.895348837
20412,0.85326087,0.895348837
20413,0.85326087,0.895348837
20414,0.85326087,0.895348837
20415,0.85326087,0.895348837
20416,0.85326087,0.895348837
20417,#N/A,#N/A
20418,0.85326087,0.895348837
20419,0.85326087,0.895348837
20420,0.85326087,0.895348837
20421,0.85326087,0.895348837
20422,0.85326087,0.895348837
20423,0.85326087,0.895348837
20424,0.85326087,0.895348837
20425,0.85326087,0.895348837
20426,0.85326087,0.895348837
20427,0.85326087,0.895348837
20428,0.85326087,0.895348837
20429,0.85326087,0.895348837
20431,0.85326087,0.895348837
20433,0.85326087,0.895348837
20434,0.85326087,0.895348837
20435,0.85326087,0.895348837
20436,0.85326087,0.895348837
20437,0.85326087,0.895348837
20439,0.85326087,0.895348837
20440,0.85326087,0.895348837
20441,0.85326087,0.895348837
20442,0.85326087,0.895348837
20444,0.85326087,0.895348837
20447,0.85326087,0.895348837
20451,0.85326087,0.895348837
20453,0.85326087,0.895348837
20456,0.85326087,0.895348837
20460,0.85326087,0.895348837
20463,0.85326087,0.895348837
20468,0.85326087,0.895348837
20469,0.85326087,0.895348837
20470,0.85326087,0.895348837
20472,0.85326087,0.895348837
20500,0.85326087,0.895348837
20501,0.85326087,0.895348837
20502,0.85326087,0.895348837
20503,0.85326087,0.895348837
20504,0.85326087,0.895348837
20505,0.85326087,0.895348837
20506,0.85326087,0.895348837
20507,0.85326087,0.895348837
20508,0.85326087,0.895348837
20509,0.85326087,0.895348837
20510,0.85326087,0.895348837
20511,0.85326087,0.895348837
20515,0.85326087,0.895348837
20520,0.85326087,0.895348837
20521,0.85326087,0.895348837
20522,0.85326087,0.895348837
20523,0.85326087,0.895348837
20524,0.85326087,0.895348837
20525,0.85326087,0.895348837
20526,0.85326087,0.895348837
20527,0.85326087,0.895348837
20528,0.85326087,0.895348837
20529,0.85326087,0.895348837
20530,0.85326087,0.895348837
20531,0.85326087,0.895348837
20532,0.85326087,0.895348837
20533,0.85326087,0.895348837
20534,0.85326087,0.895348837
20535,0.85326087,0.895348837
20536,0.85326087,0.895348837
20537,0.85326087,0.895348837
20538,0.85326087,0.895348837
20539,0.85326087,0.895348837
20540,0.85326087,0.895348837
20541,0.85326087,0.895348837
20542,0.85326087,0.895348837
20543,0.85326087,0.895348837
20544,0.85326087,0.895348837
20546,0.85326087,0.895348837
20547,0.85326087,0.895348837
20548,0.85326087,0.895348837
20549,0.85326087,0.895348837
20551,0.85326087,0.895348837
20552,0.85326087,0.895348837
20553,0.85326087,0.895348837
20554,0.85326087,0.895348837
20555,0.85326087,0.895348837
20557,0.85326087,0.895348837
20558,0.85326087,0.895348837
20559,0.85326087,0.895348837
20560,0.85326087,0.895348837
20565,0.85326087,0.895348837
20566,0.85326087,0.895348837
20570,0.85326087,0.895348837
20571,0.85326087,0.895348837
20572,0.85326087,0.895348837
20573,0.85326087,0.895348837
20575,0.85326087,0.895348837
20576,0.85326087,0.895348837
20577,0.85326087,0.895348837
20578,0.85326087,0.895348837
20579,0.85326087,0.895348837
20580,0.85326087,0.895348837
20581,0.85326087,0.895348837
20585,0.85326087,0.895348837
20586,0.85326087,0.895348837
20588,1.10326087,1.127906977
20590,0.85326087,0.895348837
20591,0.85326087,0.895348837
20593,0.85326087,0.895348837
20594,0.85326087,0.895348837
20597,0.85326087,0.895348837
20598,0.60326087,0.755813953
20599,0.85326087,0.895348837
20601,0.847826087,1
20602,0.847826087,1
20603,0.847826087,1
20604,0.847826087,1
20606,#N/A,#N/A
20607,0.755434783,1.174418605
20608,0.755434783,1.174418605
20609,#N/A,#N/A
20610,1.076086957,0.930232558
20611,0.847826087,1
20612,0.847826087,1
20613,0.755434783,1.174418605
20615,1.076086957,0.930232558
20616,0.847826087,1
20617,0.847826087,1
20618,#N/A,#N/A
20619,#N/A,#N/A
20620,#N/A,#N/A
20621,#N/A,#N/A
20622,0.847826087,1
20623,0.755434783,1.174418605
20624,#N/A,#N/A
20625,0.847826087,1
20626,#N/A,#N/A
20627,1.048913043,0.906976744
20628,#N/A,#N/A
20629,1.076086957,0.930232558
20630,#N/A,#N/A
20632,0.847826087,1
20634,#N/A,#N/A
20635,#N/A,#N/A
20636,#N/A,#N/A
20637,0.847826087,1
20639,1.076086957,0.930232558
20640,0.847826087,1
20643,0.847826087,1
20645,0.847826087,1
20646,0.847826087,1
20650,#N/A,#N/A
20653,#N/A,#N/A
20656,1.048913043,0.906976744
20657,1.076086957,0.930232558
20658,0.847826087,1
20659,#N/A,#N/A
20660,#N/A,#N/A
20661,0.847826087,1
20662,0.847826087,1
20664,0.847826087,1
20667,#N/A,#N/A
20670,#N/A,#N/A
20674,#N/A,#N/A
20675,0.847826087,1
20676,1.076086957,0.930232558
20677,0.847826087,1
20678,1.076086957,0.930232558
20680,#N/A,#N/A
20682,0.847826087,1
20684,#N/A,#N/A
20685,1.076086957,0.930232558
20686,1.048913043,0.906976744
20687,#N/A,#N/A
20688,1.076086957,0.930232558
20689,1.076086957,0.930232558
20690,#N/A,#N/A
20692,#N/A,#N/A
20693,0.847826087,1
20695,0.847826087,1
20697,0.755434783,1.174418605
20701,0.847826087,0.953488372
20703,0.755434783,1.174418605
20704,0.755434783,1.174418605
20705,0.755434783,1.174418605
20706,0.755434783,1.174418605
20707,0.755434783,1.174418605
20708,0.755434783,1.174418605
20709,0.755434783,1.174418605
20710,0.755434783,1.174418605
20711,0.847826087,0.953488372
20712,0.755434783,1.174418605
20714,1.076086957,0.930232558
20715,0.755434783,1.174418605
20716,0.755434783,1.174418605
20717,0.755434783,1.174418605
20718,0.755434783,1.174418605
20719,0.755434783,1.174418605
20720,0.755434783,1.174418605
20721,0.755434783,1.174418605
20722,0.755434783,1.174418605
20723,1.10326087,1.127906977
20724,0.847826087,0.953488372
20725,0.755434783,1.174418605
20726,0.755434783,1.174418605
20731,0.755434783,1.174418605
20732,1.076086957,0.930232558
20733,0.847826087,0.953488372
20735,0.755434783,1.174418605
20736,1.076086957,0.930232558
20737,0.755434783,1.174418605
20738,0.755434783,1.174418605
20740,0.755434783,1.174418605
20741,0.755434783,1.174418605
20742,0.755434783,1.174418605
20743,0.755434783,1.174418605
20744,0.755434783,1.174418605
20745,0.755434783,1.174418605
20746,0.755434783,1.174418605
20747,0.755434783,1.174418605
20748,0.755434783,1.174418605
20749,0.755434783,1.174418605
20750,0.755434783,1.174418605
20751,0.847826087,0.953488372
20752,0.755434783,1.174418605
20753,0.755434783,1.174418605
20754,1.076086957,0.930232558
20755,0.847826087,0.953488372
20757,0.755434783,1.174418605
20758,0.847826087,0.953488372
20759,1.10326087,1.127906977
20762,0.755434783,1.174418605
20763,1.10326087,1.127906977
20764,0.847826087,0.953488372
20765,0.847826087,0.953488372
20768,0.755434783,1.174418605
20769,0.755434783,1.174418605
20770,0.755434783,1.174418605
20771,0.755434783,1.174418605
20772,0.755434783,1.174418605
20773,0.755434783,1.174418605
20774,0.755434783,1.174418605
20775,0.755434783,1.174418605
20776,0.847826087,0.953488372
20777,1.10326087,1.127906977
20778,0.847826087,0.953488372
20779,0.847826087,0.953488372
20781,0.755434783,1.174418605
20782,0.755434783,1.174418605
20783,0.755434783,1.174418605
20784,0.755434783,1.174418605
20785,0.755434783,1.174418605
20787,0.755434783,1.174418605
20788,0.755434783,1.174418605
20790,0.755434783,1.174418605
20791,0.755434783,1.174418605
20792,0.755434783,1.174418605
20794,1.10326087,1.127906977
20797,0.755434783,1.174418605
20799,0.755434783,1.174418605
20810,1.043478261,1.441860465
20811,1.043478261,1.441860465
20812,1.043478261,1.441860465
20813,1.043478261,1.441860465
20814,1.043478261,1.441860465
20815,1.043478261,1.441860465
20816,1.043478261,1.441860465
20817,1.043478261,1.441860465
20818,1.043478261,1.441860465
20824,1.043478261,1.441860465
20825,1.043478261,1.441860465
20827,1.043478261,1.441860465
20830,1.043478261,1.441860465
20832,1.043478261,1.441860465
20833,1.043478261,1.441860465
20837,1.043478261,1.441860465
20838,1.043478261,1.441860465
20839,1.043478261,1.441860465
20841,1.043478261,1.441860465
20842,1.043478261,1.441860465
20847,1.043478261,1.441860465
20848,1.043478261,1.441860465
20849,1.043478261,1.441860465
20850,1.043478261,1.441860465
20851,1.043478261,1.441860465
20852,1.043478261,1.441860465
20853,1.043478261,1.441860465
20854,1.043478261,1.441860465
20855,1.043478261,1.441860465
20857,1.043478261,1.441860465
20859,1.043478261,1.441860465
20860,1.043478261,1.441860465
20861,1.043478261,1.441860465
20862,1.043478261,1.441860465
20866,1.043478261,1.441860465
20868,1.043478261,1.441860465
20871,1.043478261,1.441860465
20872,1.043478261,1.441860465
20874,1.043478261,1.441860465
20875,1.043478261,1.441860465
20876,1.043478261,1.441860465
20877,1.043478261,1.441860465
20878,1.043478261,1.441860465
20879,1.043478261,1.441860465
20880,1.043478261,1.441860465
20882,1.043478261,1.441860465
20883,1.043478261,1.441860465
20884,1.043478261,1.441860465
20885,1.043478261,1.441860465
20886,1.043478261,1.441860465
20889,1.043478261,1.441860465
20891,1.043478261,1.441860465
20892,1.043478261,1.441860465
20894,1.043478261,1.441860465
20895,1.043478261,1.441860465
20896,1.043478261,1.441860465
20897,1.043478261,1.441860465
20898,1.043478261,1.441860465
20899,1.043478261,1.441860465
20901,1.043478261,1.441860465
20902,1.043478261,1.441860465
20903,1.043478261,1.441860465
20904,1.043478261,1.441860465
20905,1.043478261,1.441860465
20906,1.043478261,1.441860465
20907,1.043478261,1.441860465
20908,1.043478261,1.441860465
20910,1.043478261,1.441860465
20911,1.043478261,1.441860465
20912,1.043478261,1.441860465
20913,1.043478261,1.441860465
20914,1.043478261,1.441860465
20915,1.043478261,1.441860465
20916,1.043478261,1.441860465
20918,1.043478261,1.441860465
20993,1.043478261,1.441860465
20997,1.043478261,1.441860465
21001,0.972826087,1
21005,0.972826087,1
21009,0.972826087,1
21010,0.972826087,1
21012,0.847826087,0.953488372
21013,0.923913043,1.034883721
21014,0.972826087,1
21015,0.972826087,1
21017,0.972826087,1
21018,0.972826087,1
21020,0.923913043,1.034883721
21022,0.923913043,1.034883721
21023,0.923913043,1.034883721
21027,0.923913043,1.034883721
21028,0.972826087,1
21029,1.10326087,1.127906977
21030,0.923913043,1.034883721
21031,0.923913043,1.034883721
21032,0.847826087,0.953488372
21034,0.972826087,1
21035,0.847826087,0.953488372
21036,1.10326087,1.127906977
21037,0.847826087,0.953488372
21040,0.972826087,1
21041,1.10326087,1.127906977
21042,1.10326087,1.127906977
21043,1.10326087,1.127906977
21044,1.10326087,1.127906977
21045,1.10326087,1.127906977
21046,1.10326087,1.127906977
21047,0.972826087,1
21048,1.298913043,1.011627907
21050,0.972826087,1
21051,0.923913043,1.034883721
21052,0.923913043,1.034883721
21053,0.923913043,1.034883721
21054,0.847826087,0.953488372
21056,0.847826087,0.953488372
21057,0.923913043,1.034883721
21060,0.847826087,0.953488372
21061,0.847826087,0.953488372
21062,0.847826087,0.953488372
21065,0.923913043,1.034883721
21071,0.923913043,1.034883721
21074,1.298913043,1.011627907
21075,1.10326087,1.127906977
21076,0.847826087,0.953488372
21077,0.847826087,0.953488372
21078,0.972826087,1
21082,0.923913043,1.034883721
21084,0.972826087,1
21085,0.972826087,1
21087,0.923913043,1.034883721
21088,1.298913043,1.011627907
21090,0.847826087,0.953488372
21092,0.923913043,1.034883721
21093,0.923913043,1.034883721
21094,0.923913043,1.034883721
21098,0.847826087,0.953488372
21102,1.298913043,1.011627907
21104,1.10326087,1.127906977
21105,0.923913043,1.034883721
21106,0.847826087,0.953488372
21108,0.847826087,0.953488372
21111,0.923913043,1.034883721
21113,0.847826087,0.953488372
21114,0.847826087,0.953488372
21117,0.923913043,1.034883721
21120,0.923913043,1.034883721
21122,0.847826087,0.953488372
21123,0.847826087,0.953488372
21128,0.923913043,1.034883721
21130,0.972826087,1
21131,0.923913043,1.034883721
21132,0.972826087,1
21133,0.923913043,1.034883721
21136,0.923913043,1.034883721
21139,0.923913043,1.034883721
21140,0.847826087,0.953488372
21144,0.847826087,0.953488372
21146,0.847826087,0.953488372
21150,1.10326087,1.127906977
21152,0.923913043,1.034883721
21153,0.923913043,1.034883721
21154,0.972826087,1
21155,0.923913043,1.034883721
21156,0.923913043,1.034883721
21157,1.298913043,1.011627907
21158,1.298913043,1.011627907
21160,0.972826087,1
21161,0.923913043,1.034883721
21162,0.923913043,1.034883721
21163,1.10326087,1.127906977
21201,1.298913043,1.279069767
21202,1.298913043,1.279069767
21203,1.298913043,1.279069767
21204,0.923913043,1.034883721
21205,1.298913043,1.279069767
21206,1.298913043,1.279069767
21207,0.923913043,1.034883721
21208,0.923913043,1.034883721
21209,1.298913043,1.279069767
21210,1.298913043,1.279069767
21211,1.298913043,1.279069767
21212,1.298913043,1.279069767
21213,1.298913043,1.279069767
21214,1.298913043,1.279069767
21215,1.298913043,1.279069767
21216,1.298913043,1.279069767
21217,1.298913043,1.279069767
21218,1.298913043,1.279069767
21219,0.923913043,1.034883721
21220,0.923913043,1.034883721
21221,0.923913043,1.034883721
21222,0.923913043,1.034883721
21223,1.298913043,1.279069767
21224,1.298913043,1.279069767
21225,0.847826087,0.953488372
21226,1.298913043,1.279069767
21227,0.923913043,1.034883721
21228,0.923913043,1.034883721
21229,1.298913043,1.279069767
21230,1.298913043,1.279069767
21231,1.298913043,1.279069767
21233,1.298913043,1.279069767
21234,0.923913043,1.034883721
21235,1.298913043,1.279069767
21236,0.923913043,1.034883721
21237,0.923913043,1.034883721
21239,1.298913043,1.279069767
21240,0.847826087,0.953488372
21241,1.298913043,1.279069767
21244,0.923913043,1.034883721
21250,0.923913043,1.034883721
21251,1.298913043,1.279069767
21252,0.923913043,1.034883721
21260,1.298913043,1.279069767
21261,1.298913043,1.279069767
21263,1.298913043,1.279069767
21264,1.298913043,1.279069767
21265,1.298913043,1.279069767
21268,1.298913043,1.279069767
21270,1.298913043,1.279069767
21273,1.298913043,1.279069767
21274,1.298913043,1.279069767
21275,1.298913043,1.279069767
21278,1.298913043,1.279069767
21279,1.298913043,1.279069767
21280,1.298913043,1.279069767
21281,1.298913043,1.279069767
21282,1.298913043,1.279069767
21283,1.298913043,1.279069767
21284,1.298913043,1.279069767
21285,1.298913043,1.279069767
21286,0.923913043,1.034883721
21287,1.298913043,1.279069767
21288,1.298913043,1.279069767
21289,1.298913043,1.279069767
21290,1.298913043,1.279069767
21297,1.298913043,1.279069767
21298,1.298913043,1.279069767
21401,0.847826087,0.953488372
21402,0.847826087,0.953488372
21403,0.847826087,0.953488372
21404,0.847826087,0.953488372
21405,0.847826087,0.953488372
21409,0.847826087,0.953488372
21411,0.847826087,0.953488372
21412,0.847826087,0.953488372
21501,1.25,1.209302326
21502,1.25,1.209302326
21503,1.25,1.209302326
21504,1.25,1.209302326
21505,1.25,1.209302326
21520,1.059782609,1.11627907
21521,1.25,1.209302326
21522,1.059782609,1.11627907
21523,1.059782609,1.11627907
21524,1.25,1.209302326
21528,1.25,1.209302326
21529,1.25,1.209302326
21530,1.25,1.209302326
21531,1.059782609,1.11627907
21532,1.25,1.209302326
21536,1.059782609,1.11627907
21538,1.059782609,1.11627907
21539,1.25,1.209302326
21540,1.25,1.209302326
21541,1.059782609,1.11627907
21542,1.25,1.209302326
21543,1.25,1.209302326
21545,1.25,1.209302326
21550,1.059782609,1.11627907
21555,1.25,1.209302326
21556,1.25,1.209302326
21557,1.25,1.209302326
21560,#N/A,0.593023256
21561,1.059782609,1.11627907
21562,1.25,1.209302326
21601,#N/A,1.511627907
21606,#N/A,1.511627907
21607,0.951086957,0.88372093
21609,1.222826087,1.139534884
21610,1.152173913,1.279069767
21612,#N/A,1.511627907
21613,0.989130435,1.337209302
21617,0.951086957,0.88372093
21619,0.951086957,0.88372093
21620,1.152173913,1.279069767
21622,0.989130435,1.337209302
21623,0.951086957,0.88372093
21624,#N/A,1.511627907
21625,#N/A,1.511627907
21626,0.989130435,1.337209302
21627,0.989130435,1.337209302
21628,0.951086957,0.88372093
21629,1.222826087,1.139534884
21631,0.989130435,1.337209302
21632,1.222826087,1.139534884
21634,0.989130435,1.337209302
21635,1.152173913,1.279069767
21636,1.222826087,1.139534884
21638,0.951086957,0.88372093
21639,1.222826087,1.139534884
21640,1.222826087,1.139534884
21641,1.222826087,1.139534884
21643,0.989130435,1.337209302
21644,0.951086957,0.88372093
21645,1.152173913,1.279069767
21647,#N/A,1.511627907
21648,0.989130435,1.337209302
21649,1.222826087,1.139534884
21650,1.152173913,1.279069767
21651,0.951086957,0.88372093
21652,#N/A,1.511627907
21653,#N/A,1.511627907
21654,#N/A,1.511627907
21655,1.222826087,1.139534884
21656,0.951086957,0.88372093
21657,0.951086957,0.88372093
21658,0.951086957,0.88372093
21659,0.989130435,1.337209302
21660,1.222826087,1.139534884
21661,1.152173913,1.279069767
21662,#N/A,1.511627907
21663,#N/A,1.511627907
21664,0.989130435,1.337209302
21665,#N/A,1.511627907
21666,0.951086957,0.88372093
21667,1.152173913,1.279069767
21668,0.951086957,0.88372093
21669,0.989130435,1.337209302
21670,1.222826087,1.139534884
21671,#N/A,1.511627907
21672,0.989130435,1.337209302
21673,#N/A,1.511627907
21675,0.989130435,1.337209302
21676,#N/A,1.511627907
21677,0.989130435,1.337209302
21678,1.152173913,1.279069767
21679,#N/A,1.511627907
21681,1.222826087,1.139534884
21682,1.222826087,1.139534884
21683,1.222826087,1.139534884
21684,1.222826087,1.139534884
21685,1.222826087,1.139534884
21686,1.222826087,1.139534884
21687,1.222826087,1.139534884
21688,1.222826087,1.139534884
21690,1.152173913,1.279069767
21701,0.809782609,0.895348837
21702,0.809782609,0.895348837
21703,0.809782609,0.895348837
21704,0.809782609,0.895348837
21705,0.809782609,0.895348837
21709,0.809782609,0.895348837
21710,0.809782609,0.895348837
21711,1.059782609,1.220930233
21713,1.059782609,1.220930233
21714,0.809782609,0.895348837
21715,1.059782609,1.220930233
21716,0.809782609,0.895348837
21717,0.809782609,0.895348837
21718,0.809782609,0.895348837
21719,1.059782609,1.220930233
21720,1.059782609,1.220930233
21721,1.059782609,1.220930233
21722,1.059782609,1.220930233
21723,1.10326087,1.127906977
21727,0.809782609,0.895348837
21733,1.059782609,1.220930233
21734,1.059782609,1.220930233
21737,1.10326087,1.127906977
21738,1.10326087,1.127906977
21740,1.059782609,1.220930233
21741,1.059782609,1.220930233
21742,1.059782609,1.220930233
21746,1.059782609,1.220930233
21747,1.059782609,1.220930233
21748,1.059782609,1.220930233
21749,1.059782609,1.220930233
21750,1.059782609,1.220930233
21754,0.809782609,0.895348837
21755,0.809782609,0.895348837
21756,1.059782609,1.220930233
21757,0.809782609,0.895348837
21758,0.809782609,0.895348837
21759,0.809782609,0.895348837
21762,0.809782609,0.895348837
21765,1.10326087,1.127906977
21766,1.25,1.209302326
21767,1.059782609,1.220930233
21769,0.809782609,0.895348837
21770,0.809782609,0.895348837
21771,1.298913043,1.011627907
21773,0.809782609,0.895348837
21774,0.809782609,0.895348837
21775,0.809782609,0.895348837
21776,1.298913043,1.011627907
21777,0.809782609,0.895348837
21778,0.809782609,0.895348837
21779,1.059782609,1.220930233
21780,0.809782609,0.895348837
21781,1.059782609,1.220930233
21782,1.059782609,1.220930233
21783,1.059782609,1.220930233
21784,1.298913043,1.011627907
21787,1.298913043,1.011627907
21788,0.809782609,0.895348837
21790,0.809782609,0.895348837
21791,0.809782609,0.895348837
21792,0.809782609,0.895348837
21793,0.809782609,0.895348837
21794,1.10326087,1.127906977
21795,1.059782609,1.220930233
21797,1.10326087,1.127906977
21798,0.809782609,0.895348837
21801,1.02173913,1.093023256
21802,1.02173913,1.093023256
21803,1.02173913,1.093023256
21804,1.02173913,1.093023256
21810,1.391304348,1.151162791
21811,0.994565217,1.197674419
21813,0.994565217,1.197674419
21814,1.02173913,1.093023256
21817,1.391304348,1.151162791
21821,1.391304348,1.151162791
21822,1.391304348,1.151162791
21824,1.391304348,1.151162791
21826,1.02173913,1.093023256
21829,0.994565217,1.197674419
21830,1.02173913,1.093023256
21835,0.989130435,1.337209302
21836,1.391304348,1.151162791
21837,1.02173913,1.093023256
21838,1.391304348,1.151162791
21840,1.02173913,1.093023256
21841,0.994565217,1.197674419
21842,0.994565217,1.197674419
21843,0.994565217,1.197674419
21849,1.02173913,1.093023256
21850,1.02173913,1.093023256
21851,0.994565217,1.197674419
21852,1.02173913,1.093023256
21853,1.391304348,1.151162791
21856,1.02173913,1.093023256
21857,1.391304348,1.151162791
21861,1.02173913,1.093023256
21862,0.994565217,1.197674419
21863,0.994565217,1.197674419
21864,0.994565217,1.197674419
21865,1.02173913,1.093023256
21866,1.391304348,1.151162791
21867,1.391304348,1.151162791
21869,0.989130435,1.337209302
21871,1.391304348,1.151162791
21872,0.994565217,1.197674419
21874,1.02173913,1.093023256
21875,1.02173913,1.093023256
21890,1.391304348,1.151162791
21901,1.282608696,1.034883721
21902,1.282608696,1.034883721
21903,1.282608696,1.034883721
21904,1.282608696,1.034883721
21911,1.282608696,1.034883721
21912,1.282608696,1.034883721
21913,1.282608696,1.034883721
21914,1.282608696,1.034883721
21915,1.282608696,1.034883721
21916,1.282608696,1.034883721
21917,1.282608696,1.034883721
21918,1.282608696,1.034883721
21919,1.282608696,1.034883721
21920,1.282608696,1.034883721
21921,1.282608696,1.034883721
21922,1.282608696,1.034883721
21930,1.282608696,1.034883721
22003,0.60326087,0.755813953
22009,0.60326087,0.755813953
22015,0.60326087,0.755813953
22025,0.945652174,0.697674419
22026,0.945652174,0.697674419
22027,0.60326087,0.755813953
22030,0.60326087,0.755813953
22031,0.60326087,0.755813953
22032,0.60326087,0.755813953
22033,0.60326087,0.755813953
22034,#N/A,0.790697674
22035,#N/A,0.790697674
22036,#N/A,0.790697674
22037,#N/A,0.790697674
22038,#N/A,0.790697674
22039,0.60326087,0.755813953
22040,#N/A,0.779069767
